sourceEntityId;sourceName;countryCode;isActive;orderRefId;operatorConcatId;contactPersonConcatId;orderType;transactionDate;productRefId;quantityOfUnits;amount;ORDER_VALUE;distributorName;campaignCode;campaignName;pricePerUnit;currency;dateCreated;dateUpdated;comment;distributorId;distributorLocation;distributorOperatorId;vat;campaignLabel;loyaltyPoints;invoiceOperatorName;invoiceOperatorStreet;invoiceOperatorHouseNumber;invoiceOperatorHouseNumberExtension;invoiceOperatorZipCode;invoiceOperatorCity;invoiceOperatorState;invoiceOperatorCountry;deliveryOperatorName;deliveryOperatorStreet;deliveryOperatorHouseNumber;deliveryOperatorHouseNumberExtension;deliveryOperatorZipCode;deliveryOperatorCity;deliveryOperatorState;deliveryOperatorCountry;id;creationTimestamp
87c296fb-8ae3-45a2-9f2e-de2c88fb3e13;TRADEPARTNER_WEBSHOP_TEOSOONSENG;YE;true;12e2071e;-9a5f-47b3-bef1-74b5be7c4417;355b0e12-b036-4fb8-9f11-054cae579014;WEB;20170103 02:11:29;cb4ea8d3-4555-4720-8afe-70316eb94aff;536;37.52;112.56;قبض على;95309213;أختر مؤخرا;0.07;YER;20170103 02:11:29;20170122 02:11:29;;;;;;;;;;;;;;;;;;;;;;;;11;1542205922011
87c296fb-8ae3-45a2-9f2e-de2c88fb3e13;TRADEPARTNER_WEBSHOP_TEOSOONSENG;YE;true;7cc13087;-fecd-4fbd-9b83-2f911704cf34;7acce226-81b9-44d2-a71c-263a5a58e994;WEB;20170103 02:11:29;cb4ea8d3-4555-4720-8afe-70316eb94aff;536;37.52;112.56;قبض على;95309213;أختر مؤخرا;0.07;YER;20170103 02:11:29;20170122 02:11:29;;;;;;;;;;;;;;;;;;;;;;;;12;1542205922011
9415174a-6f1b-465f-b4e9-5aeeaf8a2f60;TRADEPARTNER_WEBSHOP_TEOSOONSENG;MD;false;4d914dae;-7566-4beb-a862-12ccbb739cc8;3504b0ed-621e-408c-9115-ba27e66239da;TRANSFER;20161222 11:26:32;24ede6d1-305a-4207-b48f-c3ad1637eab2;537;8033.52;24100.56;secol;86295655;provocare;14.96;MDL;20161222 11:26:32;20170113 11:26:32;;;;;;;;;;;;;;;;;;;;;;;;13;1542205922011
9415174a-6f1b-465f-b4e9-5aeeaf8a2f60;TRADEPARTNER_WEBSHOP_TEOSOONSENG;MD;false;6cc86b08;-7c47-4a7b-9c06-0fa2ad148cc0;14fb2a2e-0e7e-456c-a705-7aa3739f271f;TRANSFER;20161222 11:26:32;24ede6d1-305a-4207-b48f-c3ad1637eab2;537;8033.52;24100.56;secol;86295655;provocare;14.96;MDL;20161222 11:26:32;20170113 11:26:32;;;;;;;;;;;;;;;;;;;;;;;;14;1542205922011
9415174a-6f1b-465f-b4e9-5aeeaf8a2f60;TRADEPARTNER_WEBSHOP_TEOSOONSENG;MD;false;aa9cb553;-44bf-4ac3-8ff6-585a87246eb3;b1d7c235-3c85-4031-820f-f56db97fd57e;TRANSFER;20161222 11:26:32;24ede6d1-305a-4207-b48f-c3ad1637eab2;537;8033.52;24100.56;secol;86295655;provocare;14.96;MDL;20161222 11:26:32;20170113 11:26:32;;;;;;;;;;;;;;;;;;;;;;;;15;1542205922011
5a583318-0ccb-41f7-aedf-e33cef78600e;TRADEPARTNER_WEBSHOP_TEOSOONSENG;GA;false;e7feef23;-2abd-47d0-85e5-1a16f5e4a68d;7aa86804-bf87-4552-bf95-4900f864078a;TRANSFER;20170419 07:17:56;e5d00d27-19f6-4fcb-91d8-d464bdad56a7;194;1875.98;5627.9400000000005;à l&#39;extérieur papier;75684392;soutien;9.67;XAF;20170419 07:17:56;20170430 07:17:56;;;;;;;;;;;;;;;;;;;;;;;16;1542205922011
5a583318-0ccb-41f7-aedf-e33cef78600e;TRADEPARTNER_WEBSHOP_TEOSOONSENG;GA;false;bed42f6a;-d80c-45f9-8f22-7e83c5df1e39;0204531c-4bd7-427b-8699-1490f94c2d8c;TRANSFER;20170419 07:17:56;e5d00d27-19f6-4fcb-91d8-d464bdad56a7;194;1875.98;5627.9400000000005;à l&#39;extérieur papier;75684392;soutien;9.67;XAF;20170419 07:17:56;20170430 07:17:56;;;;;;;;;;;;;;;;;;;;;;;17;1542205922011
5a583318-0ccb-41f7-aedf-e33cef78600e;TRADEPARTNER_WEBSHOP_TEOSOONSENG;GA;false;30739d08;-803b-4fbd-8d6d-dd9edc7c2514;3eb7da71-d5da-43f0-8dd5-cba1b10cfd68;TRANSFER;20170419 07:17:56;e5d00d27-19f6-4fcb-91d8-d464bdad56a7;194;1875.98;5627.9400000000005;à l&#39;extérieur papier;75684392;soutien;9.67;XAF;20170419 07:17:56;20170430 07:17:56;;;;;;;;;;;;;;;;;;;;;;;18;1542205922011
67de1daa-3b30-4af2-89b6-4decdcdc9aa8;TRADEPARTNER_WEBSHOP_TEOSOONSENG;BZ;false;a0423fad;-4bf8-43d9-bbcc-9da676b677f0;8a90faa3-d748-45e9-b52b-fd512bbe66b5;WEB;20160811 09:24:58;fcd9f70e-e890-4eae-9938-a394425bf3d6;12;19.44;58.32000000000001;floor;53752756;sister letter;1.62;BZD;20160811 09:24:58;20160816 09:24:58;;;;;;;;;;;;;;;;;;;;;;;;19;1542205922011
67de1daa-3b30-4af2-89b6-4decdcdc9aa8;TRADEPARTNER_WEBSHOP_TEOSOONSENG;BZ;false;5fb16849;-e69e-483f-b808-e00417f9ec56;ece0d3c1-750f-4d6f-9f90-c45978598e9a;WEB;20160811 09:24:58;fcd9f70e-e890-4eae-9938-a394425bf3d6;12;19.44;58.32000000000001;floor;53752756;sister letter;1.62;BZD;20160811 09:24:58;20160816 09:24:58;;;;;;;;;;;;;;;;;;;;;;;;20;1542205922011
67de1daa-3b30-4af2-89b6-4decdcdc9aa8;TRADEPARTNER_WEBSHOP_TEOSOONSENG;BZ;false;404a5b23;-57da-4107-a3e8-074ed3ee819e;fcc112b4-deb7-49ac-b576-7c66f3eb79d4;WEB;20160811 09:24:58;fcd9f70e-e890-4eae-9938-a394425bf3d6;12;19.44;58.32000000000001;floor;53752756;sister letter;1.62;BZD;20160811 09:24:58;20160816 09:24:58;;;;;;;;;;;;;;;;;;;;;;;;21;1542205922011
2fb6918d-9dc2-4dae-a709-0821790aa6f0;TRADEPARTNER_WEBSHOP_TEOSOONSENG;SN;false;bc4d5f04;-acac-4c36-9d65-c6a122cd1c74;2d9ee03d-c28d-463e-a713-01c6a2fc9b8b;TRANSFER;20160405 11:56:23;c2184beb-8583-46ea-82fa-4cf73f263434;201;1143.69;3431.07;mur;26826851;discours jusqu&#39;à;5.69;XOF;20160405 11:56:23;20160410 11:56:23;;;;;;;;;;;;;;;;;;;;;;;22;1542205922011
2fb6918d-9dc2-4dae-a709-0821790aa6f0;TRADEPARTNER_WEBSHOP_TEOSOONSENG;SN;false;ab6ede97;-1e85-4b9d-9fef-ff5b8e1506d2;d54c3eec-0c04-4cd3-8b77-aaf54f642cb0;TRANSFER;20160405 11:56:23;c2184beb-8583-46ea-82fa-4cf73f263434;201;1143.69;3431.07;mur;26826851;discours jusqu&#39;à;5.69;XOF;20160405 11:56:23;20160410 11:56:23;;;;;;;;;;;;;;;;;;;;;;;23;1542205922011
2fb6918d-9dc2-4dae-a709-0821790aa6f0;TRADEPARTNER_WEBSHOP_TEOSOONSENG;SN;false;cd26a408;-215a-4475-9d84-9d42797fc621;286b9913-0879-41ba-a0af-79b3fee54290;TRANSFER;20160405 11:56:23;c2184beb-8583-46ea-82fa-4cf73f263434;201;1143.69;3431.07;mur;26826851;discours jusqu&#39;à;5.69;XOF;20160405 11:56:23;20160410 11:56:23;;;;;;;;;;;;;;;;;;;;;;;24;1542205922011
f870643b-5a8f-4670-b2fd-c6ca6d538224;TRADEPARTNER_WEBSHOP_TEOSOONSENG;UG;true;1c81e99f;-bb10-46a3-93db-fe94a2ca2510;7da2d9f3-dc65-4cee-87b8-ac6a65dc1d30;UNKNOWN;20160617 07:27:03;286a17a1-5312-4280-8b1b-a725b791c507;327;591.87;1775.6100000000001;foot;3109982;none;1.81;UGX;20160617 07:27:03;20160619 07:27:03;;;;;;;;;;;;;;;;;;;;;;;;25;1542205922011
f870643b-5a8f-4670-b2fd-c6ca6d538224;TRADEPARTNER_WEBSHOP_TEOSOONSENG;UG;true;dd2ab2a7;-6a11-44b6-ba2a-715472452ecc;92e58398-6c25-40f0-9d62-6cf4e0539004;UNKNOWN;20160617 07:27:03;286a17a1-5312-4280-8b1b-a725b791c507;327;591.87;1775.6100000000001;foot;3109982;none;1.81;UGX;20160617 07:27:03;20160619 07:27:03;;;;;;;;;;;;;;;;;;;;;;;;26;1542205922011
f870643b-5a8f-4670-b2fd-c6ca6d538224;TRADEPARTNER_WEBSHOP_TEOSOONSENG;UG;true;71ce2f36;-563f-414f-bfb5-1d142b877462;75d308d8-03f4-48c1-93f6-29cc8e8b6679;UNKNOWN;20160617 07:27:03;286a17a1-5312-4280-8b1b-a725b791c507;327;591.87;1775.6100000000001;foot;3109982;none;1.81;UGX;20160617 07:27:03;20160619 07:27:03;;;;;;;;;;;;;;;;;;;;;;;;27;1542205922011
31db8a6e-4668-4847-a1ca-b4567b80054d;TRADEPARTNER_WEBSHOP_TEOSOONSENG;KP;false;cd4512ef;-fc23-49cf-b6dd-a19f28d12b67;096d2f35-8f72-471f-8114-ad91da2ccc14;DIRECT;20171109 18:37:57;aefea7a8-88d0-42d2-8a86-43b581c9232f;116;902.48;2707.44;골;94539155;이러한;7.78;KPW;20171109 18:37:57;20171202 06:37:57;;;;;;;;;;;;;;;;;;;;;;;;28;1542205922011
31db8a6e-4668-4847-a1ca-b4567b80054d;TRADEPARTNER_WEBSHOP_TEOSOONSENG;KP;false;40fc39a1;-6526-416b-ae66-72e175d61493;aaba5b37-7afd-4e3c-b8f8-698f4dd8b7c9;DIRECT;20171109 18:37:57;aefea7a8-88d0-42d2-8a86-43b581c9232f;116;902.48;2707.44;골;94539155;이러한;7.78;KPW;20171109 18:37:57;20171202 06:37:57;;;;;;;;;;;;;;;;;;;;;;;;29;1542205922011
31db8a6e-4668-4847-a1ca-b4567b80054d;TRADEPARTNER_WEBSHOP_TEOSOONSENG;KP;false;33a33bab;-11c1-4d2a-b5e9-62b33fe58473;e3c9401b-acf9-4585-a748-c5132c648076;DIRECT;20171109 18:37:57;aefea7a8-88d0-42d2-8a86-43b581c9232f;116;902.48;2707.44;골;94539155;이러한;7.78;KPW;20171109 18:37:57;20171202 06:37:57;;;;;;;;;;;;;;;;;;;;;;;;30;1542205922011
e54d493b-7ada-45e6-9e0a-bec96e2b22a9;TRADEPARTNER_WEBSHOP_TEOSOONSENG;CU;false;e199f88c;-8855-4398-a795-7645b5bc1663;fa6c963c-68e0-4870-b37c-6d23e22bfbbd;BIN;20160926 11:03:08;a16d57c7-6475-405d-ae6f-dbd533572889;37;446.96;1340.8799999999999;centrar muy;86781906;tu;12.08;CUP;20160926 11:03:08;20161023 11:03:08;;;;;;;;;;;;;;;;;;;;;;;;31;1542205922011
e54d493b-7ada-45e6-9e0a-bec96e2b22a9;TRADEPARTNER_WEBSHOP_TEOSOONSENG;CU;false;2d5db61e;-0a29-40cd-8b89-5c000d245f55;becc8e4b-5590-4353-99b7-e067a9d8b987;BIN;20160926 11:03:08;a16d57c7-6475-405d-ae6f-dbd533572889;37;446.96;1340.8799999999999;centrar muy;86781906;tu;12.08;CUP;20160926 11:03:08;20161023 11:03:08;;;;;;;;;;;;;;;;;;;;;;;;32;1542205922011
e54d493b-7ada-45e6-9e0a-bec96e2b22a9;TRADEPARTNER_WEBSHOP_TEOSOONSENG;CU;false;bd6f3ec9;-367c-4370-8231-f2f759e2458e;dce93da6-b32e-46a7-bdf3-9a087e90bc29;BIN;20160926 11:03:08;a16d57c7-6475-405d-ae6f-dbd533572889;37;446.96;1340.8799999999999;centrar muy;86781906;tu;12.08;CUP;20160926 11:03:08;20161023 11:03:08;;;;;;;;;;;;;;;;;;;;;;;;33;1542205922011
82a25e5a-5094-4f38-b2da-f0d9bfd1beb0;TRADEPARTNER_WEBSHOP_TEOSOONSENG;IS;false;ffdc6f14;-745f-46b5-8c10-7e85941bc461;96ca26ab-046b-4490-85df-37381678a811;WEB;20170802 09:13:04;7a3cf290-59a8-4d79-ae0e-4611e4707fda;560;17057.600000000002;51172.8;eðli;93109529;fljótt;30.46;ISK;20170802 09:13:04;20170825 09:13:04;;;;;;;;;;;;;;;;;;;;;;;;34;1542205922011
82a25e5a-5094-4f38-b2da-f0d9bfd1beb0;TRADEPARTNER_WEBSHOP_TEOSOONSENG;IS;false;a3557864;-c30e-4245-8e52-6bed17418bc1;243e514a-ea09-489e-8212-384db89ac4b6;WEB;20170802 09:13:04;7a3cf290-59a8-4d79-ae0e-4611e4707fda;560;17057.600000000002;51172.8;eðli;93109529;fljótt;30.46;ISK;20170802 09:13:04;20170825 09:13:04;;;;;;;;;;;;;;;;;;;;;;;;35;1542205922011
82a25e5a-5094-4f38-b2da-f0d9bfd1beb0;TRADEPARTNER_WEBSHOP_TEOSOONSENG;IS;false;5dfdcdbf;-0401-400d-9cb4-628ee6ad9425;0fc8ec1b-6ae8-46e1-a64e-242e800a6f90;WEB;20170802 09:13:04;7a3cf290-59a8-4d79-ae0e-4611e4707fda;560;17057.600000000002;51172.8;eðli;93109529;fljótt;30.46;ISK;20170802 09:13:04;20170825 09:13:04;;;;;;;;;;;;;;;;;;;;;;;;36;1542205922011
67004dc7-cb43-49d5-a1ea-d9a49c85e6a4;TRADEPARTNER_WEBSHOP_TEOSOONSENG;BD;false;47a75c62;-7d67-4adf-94e5-171c6758898e;85be4e1c-0fb4-4efc-bb26-337c1aed79b1;WEB;20171013 22:52:58;bed46bde-a792-4b6f-afd6-d60241284581;59;76.11;228.32999999999998;অভিজ্ঞতা পিতা;88121674;অধ্যয়ন অন্তত;1.29;BDT;20171013 22:52:58;20171110 10:52:58;;;;;;;;;;;;;;;;;;;;;;;;37;1542205922011
67004dc7-cb43-49d5-a1ea-d9a49c85e6a4;TRADEPARTNER_WEBSHOP_TEOSOONSENG;BD;false;cb1977af;-1f55-4bcb-977c-aca6ab063814;b9f80f26-7b82-4f6c-adb4-de04a010ec6d;WEB;20171013 22:52:58;bed46bde-a792-4b6f-afd6-d60241284581;59;76.11;228.32999999999998;অভিজ্ঞতা পিতা;88121674;অধ্যয়ন অন্তত;1.29;BDT;20171013 22:52:58;20171110 10:52:58;;;;;;;;;;;;;;;;;;;;;;;;38;1542205922011
67004dc7-cb43-49d5-a1ea-d9a49c85e6a4;TRADEPARTNER_WEBSHOP_TEOSOONSENG;BD;false;ec6c14eb;-0dae-4d97-9f78-cc67b3711527;6eba7e5e-8717-4c62-a9aa-b98ae3f51bdc;WEB;20171013 22:52:58;bed46bde-a792-4b6f-afd6-d60241284581;59;76.11;228.32999999999998;অভিজ্ঞতা পিতা;88121674;অধ্যয়ন অন্তত;1.29;BDT;20171013 22:52:58;20171110 10:52:58;;;;;;;;;;;;;;;;;;;;;;;;39;1542205922011
85b0b534-a2e8-4922-8eb0-ed5b9952c544;TRADEPARTNER_WEBSHOP_TEOSOONSENG;PS;true;63815e1a;-a832-4ec3-b00a-7d8f2c09d7cc;7e7f6b15-bcb8-4aa6-a34a-3b98ef139093;OTHER;20160626 19:53:28;1ccb25b9-07c2-42ab-8d84-137c40fe9957;3;5.9399999999999995;17.82;يخبار يزور;51174251;ضروري;1.98;USD;20160626 19:53:28;20160712 07:53:28;;;;;;;;;;;;;;;;;;;;;;;;40;1542205922011
85b0b534-a2e8-4922-8eb0-ed5b9952c544;TRADEPARTNER_WEBSHOP_TEOSOONSENG;PS;true;ea34ce63;-dce3-4505-86b0-7aca54caa79a;7230a8fe-3dde-4a79-b656-b1d420106b75;OTHER;20160626 19:53:28;1ccb25b9-07c2-42ab-8d84-137c40fe9957;3;5.9399999999999995;17.82;يخبار يزور;51174251;ضروري;1.98;USD;20160626 19:53:28;20160712 07:53:28;;;;;;;;;;;;;;;;;;;;;;;;41;1542205922011
85b0b534-a2e8-4922-8eb0-ed5b9952c544;TRADEPARTNER_WEBSHOP_TEOSOONSENG;PS;true;cf83595f;-4b90-4e4c-8acb-30cfb5a5c035;d13ba70f-58c5-45ac-a74f-190448675937;OTHER;20160626 19:53:28;1ccb25b9-07c2-42ab-8d84-137c40fe9957;3;5.9399999999999995;17.82;يخبار يزور;51174251;ضروري;1.98;USD;20160626 19:53:28;20160712 07:53:28;;;;;;;;;;;;;;;;;;;;;;;;42;1542205922011
77b8ca61-2746-4cbd-a40c-288a613eda21;TRADEPARTNER_WEBSHOP_TEOSOONSENG;BA;true;6263fe30;-62a9-4441-be79-f944452b01a2;d943c8d3-b795-4e70-88f7-e0f09986c971;UNKNOWN;20170121 03:05:56;7ba1ea69-e4b5-4ca3-ac5c-c60e4303b53b;767;17947.8;53843.399999999994;aktivnost gube;9936715;generalno neophodno;23.40;BAM;20170121 03:05:56;20170214 03:05:56;;;;;;;;;;;;;;;;;;;;;;;;43;1542205922011
77b8ca61-2746-4cbd-a40c-288a613eda21;TRADEPARTNER_WEBSHOP_TEOSOONSENG;BA;true;3efda8a7;-19a6-45fb-a3c1-26cc3b5c15bd;872b5420-a196-470e-b3f1-fd839fb45d51;UNKNOWN;20170121 03:05:56;7ba1ea69-e4b5-4ca3-ac5c-c60e4303b53b;767;17947.8;53843.399999999994;aktivnost gube;9936715;generalno neophodno;23.40;BAM;20170121 03:05:56;20170214 03:05:56;;;;;;;;;;;;;;;;;;;;;;;;44;1542205922011
77b8ca61-2746-4cbd-a40c-288a613eda21;TRADEPARTNER_WEBSHOP_TEOSOONSENG;BA;true;126637bc;-1a3a-4b63-b70f-83cfd5fc1dfa;3accb3d1-df29-4806-9669-e2c71c393d55;UNKNOWN;20170121 03:05:56;7ba1ea69-e4b5-4ca3-ac5c-c60e4303b53b;767;17947.8;53843.399999999994;aktivnost gube;9936715;generalno neophodno;23.40;BAM;20170121 03:05:56;20170214 03:05:56;;;;;;;;;;;;;;;;;;;;;;;;45;1542205922011
b81d5f54-3830-4def-9280-55c434a64afa;TRADEPARTNER_WEBSHOP_TEOSOONSENG;PM;false;f639fcc6;-320e-4684-8edf-243794a4b54b;8f2a68bb-0118-4f0c-a68e-8155013f31ae;TRANSFER;20160810 23:22:15;8db2c414-fe6e-4cf8-8043-c3bf02d117d5;454;3513.96;10541.880000000001;mariage liste;94788560;agence;7.74;EUR;20160810 23:22:15;20160815 11:22:15;;;;;;;;;;;;;;;;;;;;;;;;46;1542205922011
b81d5f54-3830-4def-9280-55c434a64afa;TRADEPARTNER_WEBSHOP_TEOSOONSENG;PM;false;dda82b61;-f02b-454d-b33f-b99352b50bb8;2411932e-e1f7-4ecb-9dab-64b03906ce8f;TRANSFER;20160810 23:22:15;8db2c414-fe6e-4cf8-8043-c3bf02d117d5;454;3513.96;10541.880000000001;mariage liste;94788560;agence;7.74;EUR;20160810 23:22:15;20160815 11:22:15;;;;;;;;;;;;;;;;;;;;;;;;47;1542205922011
b81d5f54-3830-4def-9280-55c434a64afa;TRADEPARTNER_WEBSHOP_TEOSOONSENG;PM;false;541bb02e;-3409-41c6-9523-8237a1c3e182;f8d5826a-0172-4060-9a6c-d2ad9e184da1;TRANSFER;20160810 23:22:15;8db2c414-fe6e-4cf8-8043-c3bf02d117d5;454;3513.96;10541.880000000001;mariage liste;94788560;agence;7.74;EUR;20160810 23:22:15;20160815 11:22:15;;;;;;;;;;;;;;;;;;;;;;;;48;1542205922011
0f2081e6-4f4e-4ead-9e28-1ba644867e17;TRADEPARTNER_WEBSHOP_TEOSOONSENG;BR;false;e4a04d19;-596e-46a9-bfe3-4a35affa6cfd;21c191f6-550e-46ea-99a8-0aefd1116ad1;OTHER;20170302 20:33:41;d1eb2861-a021-4b1a-90e2-7339f2fa7e03;569;14828.14;44484.42;canção;57795768;lançar;26.06;BRL;20170302 20:33:41;20170320 08:33:41;;;;;;;;;;;;;;;;;;;;;;;;49;1542205922011
0f2081e6-4f4e-4ead-9e28-1ba644867e17;TRADEPARTNER_WEBSHOP_TEOSOONSENG;BR;false;5ef431bf;-344b-48a0-a065-74f4b9321580;bd0277c3-bcd3-49ad-8313-92dfd64be34d;OTHER;20170302 20:33:41;d1eb2861-a021-4b1a-90e2-7339f2fa7e03;569;14828.14;44484.42;canção;57795768;lançar;26.06;BRL;20170302 20:33:41;20170320 08:33:41;;;;;;;;;;;;;;;;;;;;;;;;50;1542205922011
0f2081e6-4f4e-4ead-9e28-1ba644867e17;TRADEPARTNER_WEBSHOP_TEOSOONSENG;BR;false;b673ee02;-b1a2-4384-94f8-dafe0b6a52e9;cf93fcf7-e0bb-4ea7-9f7e-69b7909cdb78;OTHER;20170302 20:33:41;d1eb2861-a021-4b1a-90e2-7339f2fa7e03;569;14828.14;44484.42;canção;57795768;lançar;26.06;BRL;20170302 20:33:41;20170320 08:33:41;;;;;;;;;;;;;;;;;;;;;;;;51;1542205922011
be5a8a53-28ac-498e-8df3-7243de11b0f9;TRADEPARTNER_WEBSHOP_TEOSOONSENG;PR;false;ff47c885;-96f2-45a4-be87-a83b7bff6486;77305d50-66d5-4d30-a241-d4ddd3460e25;SAMPLE;20171116 11:38:48;a055b771-9561-4dca-ac73-c9ec8c381537;297;3011.5800000000004;9034.740000000002;computadora estación;84159104;eso;10.14;USD;20171116 11:38:48;20171208 11:38:48;;;;;;;;;;;;;;;;;;;;;;;;52;1542205922011
be5a8a53-28ac-498e-8df3-7243de11b0f9;TRADEPARTNER_WEBSHOP_TEOSOONSENG;PR;false;96172478;-99a4-44d8-b0ca-5185c58b8ea7;2d952096-0bbf-4c3d-96e3-7b00720b9b3b;SAMPLE;20171116 11:38:48;a055b771-9561-4dca-ac73-c9ec8c381537;297;3011.5800000000004;9034.740000000002;computadora estación;84159104;eso;10.14;USD;20171116 11:38:48;20171208 11:38:48;;;;;;;;;;;;;;;;;;;;;;;;53;1542205922011
